Church Name,City,State,Country,Phone,Email,Website,Church Admin Title,Church Admin Name,
Eternal Life Presbyterian Church,Suwanee,GA,United States ,770-682-6332,yhkim120@gmail.com,-,Rev,Young Hwan Kim ,
Grace Community Presbyterian Church,Suwanee,GA,United States ,678-622-9856,info@gracecommunitypc.org,www.gracecommunitypc.org,Rev,Billy Park ,
Jesus Hope Church of Georgia,Suwanee,GA,United States ,770-375-0900,parkmoxa@yahoo.com,www.jesushopechurch.org,Rev,Dae Woong Park ,
Our Love Presbyterian Church,Suwanee,GA,United States ,404-936-2441,Church606@soapboxsuperapp.com,-,Rev,Kihyung Kim ,
Unity Korean Presbyterian Church,Suwanee,GA,United States ,404-446-5658,dsrhee1@yahoo.com,-,Rev,Dong Soo Rhee ,
Christ Community Presbyterian Church,Thomasville,GA,United States ,229-226-6848,ccpc.pca@gmail.com,www.ccpcthomasville.com,Rev,Oscar Jackson ,
New Life Presbyterian Church,Tifton,GA,United States ,229-382-7238,info@newlifetifton.org,www.newlifetifton.org,Rev,Samuel C Maves,
Toccoa Church Plant,Toccoa,GA,United States ,-,Church610@soapboxsuperapp.com,-,-, ,
Grace Community Trenton,Trenton,GA,United States ,423-313-5441,office@gracetrenton.org,www.gracetrenton.org,Rev,Hutch Garmany ,
Korean First Presbyterian Church,Tucker,GA,United States ,678-761-4479,kfpc@kfpchurch.com,www.kfpchurch.com,Rev,Jong Su Hong ,
Tucker Presbyterian Church,Tucker,GA,United States ,678-872-2032,church@tuckerpres.org,www.tuckerpres.org,Rev,Erik Veerman ,
Redeemer Valdosta,Valdosta,GA,United States ,865-789-9009,church@redeemervaldosta.com,www.redeemervaldosta.com,Rev,Scott V Horne,
First Presbyterian Church,Villa Rica,GA,United States ,770-459-5276,Church615@soapboxsuperapp.com,firstpresbyterianvr.org,Rev,Tom L Myers,
Covenant Presbyterian Church,Warner Robins,GA,United States ,478-929-4770,covenantpcawr@gmail.com,www.covenantpcawr.org,Rev,Robert L Jarrett,
Faith Presbyterian Church,Watkinsville,GA,United States ,706-769-8315,mainoffice@faithpcachurch.org,www.faithpcachurch.org,Dr,Nathan T Parker,
First Presbyterian Church,Waynesboro,GA,United States ,-,fpcwaynesboro@gmail.com,fpcwaynesboro.org,Rev,Eric Anthony Schievenin ,
Northside Presbyterian Church,Winder,GA,United States ,770-867-4220,office@northsidepresby.org,northsidepresby.org,Rev,Tim P Weldon,
Christ Covenant,Woodstock,GA,United States ,662-292-1289,jdalomba2@gmail.com,christcovenantpca.org,Rev,Job Dalomba ,
Hawaii Central Church,Honolulu,HI,United States ,808-988-9206,Church621@soapboxsuperapp.com,www.hawaiicpc.org,Rev,Kenneth Kang ,
The City Church of Honolulu,Honolulu,HI,United States ,808-990-2775,citychurchhnl@gmail.com,citychurchhonolulu.org,Rev,John Isaac Kim ,
Trinity Presbyterian Church,Kailua,HI,United States ,808-262-8587,church@trinitychurchkailua.org,www.trinitychurchkailua.org,Rev,Todd Capen ,
Kahikolu Church Kauai,Lihue,HI,United States ,808-977-0405,jonaskaleo@gmail.com,kahikolu.org,Rev,Jonas Kaleookalani Patterson ,
Trinity Church Central Oahu,Mililani,HI,United States ,707-739-6701,info@tccoahu.org,www.tccoahu.org,Rev,JC Cunningham ,
Cornerstone Presbyterian Church,Ackley,IA,United States ,641-847-3188,cornerstone.pca.church@gmail.com,cornerstonechurchackley.weebly.com/,-, ,
Trinity Presbyterian Church,Cedar Rapids,IA,United States ,-,Pastor@trinityprescr.com,www.trinityprescr.com,Rev,Isaac Ferrell ,
Redeemer Presbyterian Church,Des Moines,IA,United States ,515-440-3407,rpcdesmoines@gmail.com,www.redeemer-dm.org,Rev,Wayne Larson ,
New Life Fellowship Church,Elk Run Heights,IA,United States ,319-230-4174,newlifeelkrunheightsia@gmail.com,www.NewLifeElkRun.org,-, ,
Colfax Center Presbyterian Church,Holland,IA,United States ,319-824-5231,pastor@colfaxcenterchurch.org,www.colfaxcenterchurch.org,Rev,Luke Wolfe ,
Hospers Presbyterian Church,Hospers,IA,United States ,712-752-8648,pastor@hosperspca.org,www.hosperspca.org,Dr,Brian V Janssen,
One Ancient Hope Presbyterian Church,Iowa City,IA,United States ,319-512-7264,office@oneancienthope.com,www.oneancienthope.com,Rev,Will Bankston ,
Hope Evangelical Church,North Liberty,IA,United States ,319-665-2800,office@hope-presbyterian.org,www.hope-presbyterian.org,Rev,Lincoln Larsen ,
Westkirk Presbyterian Church,Urbandale,IA,United States ,515-253-0330,westkirk@westkirk.org,www.westkirk.org,-, ,
Boise Presbyterian Church,Boise,ID,United States ,208-272-0229,office@boisepres.org,boisepres.org,Rev,Brian Frey ,
All Saints Presbyterian Church,Meridian,ID,United States ,208-658-0670,office@allsaintspca.org,www.allsaintspca.org,Rev,Justin Poythress ,
Immanuel Presbyterian Church,Post Falls,ID,United States ,-,Church637@soapboxsuperapp.com,immanuelpca.org,Rev,Seth Miller ,
Trinity Presbyterian Church,Aledo,IL,United States ,309-582-5324,trinpca@frontiernet.net,www.trinitychurchaledo.com,Rev,Daren S Dietmeier,
Grace Presbyterian Church,Carbondale,IL,United States ,618-529-1616,gracecarbondalepca@gmail.com,www.graceprescarbondale.org,Rev,Harris Adams ,
Covenant Fellowship Church,Champaign,IL,United States ,217 369 2884,office@cfchome.org,www.cfchome.org,Rev,Kevin J Kim,
All Souls Presbyterian Church,Champaign-Urbana,IL,United States ,217-766-2006,contact@allsoulspca.org,www.allsoulspca.org,Rev,Luther Dietrich Herche ,
Bethel Christian Church (Chicago),Chicago,IL,United States ,256-975-3923,eoldfather3@gmail.com,www.bethelchristianchicago.com/,Rev,Erik Oldfather ,
Covenant Presbyterian Church,Chicago,IL,United States ,773-486-9590,office@covenantchicago.org,www.covenantchicago.org,Rev,R Aaron Baker,
Ethos Presbyterian Church,Chicago,IL,United States ,773-935-9758,jefferson@ethoschicago.com,ethoschicago.com,Rev,Jefferson Bennett ,
Lincoln Square Presbyterian Church,Chicago,IL,United States ,773-677-7782,office@lincolnsquarepres.org,www.lincolnsquarepres.org,Rev,Chad Lewis ,
"Living Hope Church, Chicago",Chicago,IL,United States ,708-280-8779,bradbeier@gmail.com,www.livinghopechicago.org,-, ,
Grandcote Reformed Presbyterian Church,Coulterville,IL,United States ,618-758-2432,jjstark@frontier.com,-,Rev,James Paul Stark ,
Crete Church,Crete,IL,United States ,708-672-5400,info@cretechurch.com,www.cretechurch.com,Rev,Brett Revlett ,
Reformed Presbyterian Church of Cutler,Cutler,IL,United States ,618-497-2489,curtrabe@yahoo.com,-,Rev,W Curt Rabe,
Center Grove Presbyterian Church,Edwardsville,IL,United States ,618-656-9485,church@centergrove.org,www.centergrove.org,Rev,Wes James ,
Westminster Presbyterian Church,Elgin,IL,United States ,847-695-0311,office@wpchurch.com,www.wpchurch.com,Rev,Robin Cho ,
Vineyard Presbyterian Church,Elmhurst,IL,United States ,630-279-1199,sunsikpark@yahoo.com,www.vpchurch.org,Rev,Sun Park ,
Forreston Grove Church,Forreston,IL,United States ,815-938-3605,forrestongrove@gmail.com,www.forrestongrovechurch.com,-, ,
Peace Community Church,Frankfort,IL,United States ,815-469-2868,willdevries@peaceinfrankfort.org,www.peaceinfrankfort.org,Rev,Dr Kurt Kruger,
Grace Fellowship Church,Freeport,IL,United States ,815-751-1274,pastorcoverstone@gracefreeportpca.org,gracefreeportpca.org,Rev,Justin Coverstone ,
First Korean Presbyterian Church,Glenview,IL,United States ,847-299-1776,fkpcchurch@gmail.com,fkpcglenview.org,Rev,Sam Sun Suh ,
Westminster Presbyterian Church,Godfrey,IL,United States ,618-466-5756,office@wpcgodfrey.org,www.wpcgodfrey.org,Rev,Adrian Das ,
Cornerstone Presbyterian Church Grayslake,Grayslake,IL,United States ,224-541-4359,zykim519@gmail.com,cpcgl.org,Rev,Sunwook Gil ,
Hanna City Presbyterian Church,Hanna City,IL,United States ,309-565-4465,office@hannacitypres.org,www.hannacitypres.org,Rev,David Keithley ,
Trinity Presbyterian Church,Hinsdale,IL,United States ,630-286-9303,office@trinityhinsdale.com,www.TrinityHinsdale.com,Rev,Geoff M Ziegler,
Korean Church of Chicago,Hoffman Estates,IL,United States ,847-359-1522,kccoffice1972@gmail.com,www.kcclove.org,-, ,
First Church (PCA),Lansing,IL,United States ,708-474-9610,info@firstchurchpca.org,firstchurchpca.org,-, ,
The Redemption Church,Lisle,IL,United States ,847-984-0872,asktrc@theredemptionchurch.com,theredemptionchurch.com,Rev,Jong Park ,
Redeemer Presbyterian Church,Lombard,IL,United States ,(630) 313-9437,redeemerlombard@gmail.com,redeemerlombard@gmail.com,Rev,Joe Cristman ,
Missio Dei Church,Manhattan,IL,United States ,815-690-6084,life@mdchurch.us,www.mdchurch.us,Mr,Michael Fenimore ,
Marissa Presbyterian Church,Marissa,IL,United States ,618-295-2292,jsryan3@frontier.com,www.marissapres.org,Rev,James Calvin Ryan ,
Petra Presbyterian Church,Mount Prospect,IL,United States ,224-216-2233,Church667@soapboxsuperapp.com,-,Rev,Seung Hun Kim ,
Naperville Presbyterian Church,Naperville,IL,United States ,630-961-0579,NPC@npchurch.org,www.npchurch.org,Rev,Dane Ortlund ,
Bethel Christian Church (Niles),Niles,IL,United States ,847-902-8205,seesunu@gmail.com,www.bethelchristian.church,Rev,Seesun Yoo ,
Christ Church PCA,Normal,IL,United States ,309-452-7927,office@christchurchpca.org,www.christchurchpca.org,Rev,Brad Lucht ,
Boulevard Presbyterian Church,Oak Park,IL,United States ,773-486-9590,office@blvdpres.org,www.blvdpres.org,Rev,Jeffrey Allen Schneider ,
Redemption Presbyterian Church,Orland Park,IL,United States ,708-381-0866,redemptionchurchpca@gmail.com,redemptionpres.com,Rev,Caleb Hughes ,
Bethel Presbyterian Church of Chicago,Palatine,IL,United States ,773-545-2222,chicagobethel73@gmail.com,bethelem.org,Rev,Anson Lee ,
Westminster Presbyterian Church,Paxton,IL,United States ,217-379-2017,sjones1256@yahoo.com,www.pca-paxtonil.org,Rev,Steve Jones ,
Grace Presbyterian Church,Peoria,IL,United States ,309-693-3641,pastor@gracepres.org,www.gracepres.org,Rev,Zach Rogers ,
Redeemer Presbyterian,Peoria,IL,United States ,309-676-8658,Church676@soapboxsuperapp.com,www.pcaredeemer.org,-, ,
Christ Presbyterian Church,Roselle,IL,United States ,630-980-4450,pablo.herrera@christprespca.org,christprespca.org,Rev,Pablo Herrera ,
Covenant Fellowship Church of South Holland,South Holland,IL,United States ,708-821-9637,covenantfellowship@cfcsh.org,www.cfcsh.org/,Rev,Richard Zekveld ,
Bethel Reformed Presbyterian Church,Sparta,IL,United States ,618-443-3521,bethel.reformedpresbyterian@gmail.com,www.bethelrpc.com,Rev,Alex Eppstein ,
Exodus Presbyterian Church,Springfield,IL,United States ,217-318-3157,slawrence@exoduspres.org,exoduspres.org,Rev,Stephen Lawrence ,
Providence Presbyterian Church,Troy,IL,United States ,618-505-0155,church@providencepres.net,www.providencepres.net,Rev,Scott Edburg ,
Highland Korean Presbyterian Church,Vernon Hills,IL,United States ,847-634-6033,highlas8@gmail.com,www.highlandchurch.com,Rev,Jason Park ,
Lakeview Presbyterian Church,Vernon Hills,IL,United States ,847-680-7940,office@lakeviewpc.org,www.lakeviewpc.org,Rev,David Jeffrey Schuman ,
Concord Presbyterian Church,Waterloo,IL,United States ,618-939-7116,concordpresoffice@gmail.com,www.concordwaterloo.org,Rev,Brian Matthew Sandifer ,
Faith Community Church,West Chicago,IL,United States ,630-231-8230,churchoffice@faithchurchwc.org,faithchurchwc.org,Rev,Rhett Austin ,
Christ Presbyterian Church of Wheaton,Wheaton,IL,United States ,-,Church686@soapboxsuperapp.com,www.cpcwheaton.com,Rev,Jon Nielson ,
Grace Presbyterian Church of the North Shore,Winnetka,IL,United States ,847-920-9517,office@gracenorthshore.org,www.gracenorthshore.org,Rev,Marshall Brown ,
Hope Presbyterian Church,Bloomington,IN,United States ,256-710-6923,officeadmin@hopebtown.org,www.hopebtown.org,-, ,
Christ Community Church,Carmel,IN,United States ,317-580-9020,info@christcommunitycarmel.org,www.christcommunitycarmel.org,Rev,James Josiah Jones ,
Trinity Presbyterian Church,DeMotte,IN,United States ,219-863-8484,office@demottepca.com,www.demottepca.com,Rev,Stephan Van Eck ,
Grace Church PCA,Dyer,IN,United States ,206-409-0087,pj@gracenwi.com,www.gracenwi.com,Rev,John Rogers ,
Heart City Church,Elkhart,IN,United States ,574-536-8831,info@heartcitychurch.org,heartcitychurch.org,Rev,Joel Irvin ,
Crossroads Community Church,Fishers,IN,United States ,317-485-2175,officeadmin@crossroadspca.org,www.crossroadspca.org,Rev,Scott A Dean,
Providence Presbyterian Church,Ft. Wayne,IN,United States ,260-229-8975,pastortony@providencefortwayne.org,www.providencefortwayne.org,Rev,Tony Garbarino ,
Michiana Covenant PCA,Granger,IN,United States ,574-273-5906,secretary@michianacovenant.org,www.michianacovenant.org,Rev,Peter J Wallace,
The Fields Presbyterian Church,Greenwood,IN,United States ,619-208-1638,michael.a.mcbride@sbcglobal.net,fieldspres.org,-, ,
Eunhye Korean Presbyterian Church of Indianapolis,Indianapolis,IN,United States ,317-722-0372,eunhye.pca@gmail.com,www.ekpc.org,Rev,Paul Eun Sung Cho ,
Fountain Square Presbyterian Church,Indianapolis,IN,United States ,317-238-5487,pat@fountainsquarepres.org,www.fountainsquarepres.org,Rev,Pat Hickman ,
Grace Presbyterian Church,Indianapolis,IN,United States ,317-849-1565,office@gracepca.org,www.gracepca.org,Rev,Nicholas Davelaar ,
Midtown Church,Indianapolis,IN,United States ,317-414-0602,admin@midtownchurchindy.org,wearemidtown.com,Rev,Corey Smith ,
New City Church,Indianapolis,IN,United States ,317-352-1479,admin@newcityindy.org,www.newcityindy.org,Rev,Roger N Williams,
Redeemer Presbyterian Church,Indianapolis,IN,United States ,317-238-5487,info@redeemindy.org,www.redeemindy.org,Rev,Charles Anderson ,
Westminster Presbyterian Church,Muncie,IN,United States ,765-288-3355,wpcoffice@westminpca.com,www.westminpca.com,Rev,Kristofer Holroyd ,
Living Branch,Noblesville,IN,United States ,-,admin@livingbranch.net,livingbranch.net,Rev,Keith Doane ,
Christ Presbyterian Church,Richmond,IN,United States ,765-966-4017,office@cpcrichmond.org,www.cpcrichmond.org,Rev,Rich Hawkins ,
Living Hope Church,Terre Haute,IN,United States ,814-574-5901,Church706@soapboxsuperapp.com,www.livinghopeth.com,Rev,Chris Rufener ,
Good Shepherd Presbyterian Church,Valparaiso,IN,United States ,219-464-8435,info@goodshepherdpca.net,www.goodshepherdpca.net,Rev,Andrew M Gretzinger,
Westminster Presbyterian Church,Vincennes,IN,United States ,-,Church708@soapboxsuperapp.com,www.westminstervincennes.org,-, ,
Resurrection Presbyterian Church,West Lafayette,IN,United States ,765-205-1010,info@resurrectionpresbyterian.org,resurrectionpresbyterian.org,Rev,Caleb Ehmke ,
New Life Presbyterian Church,Yorktown,IN,United States ,765-759-9189,obannon@newlifepca.org,www.newlifepca.org,Rev,Robert Paul O'Bannon ,
Kirk of the Plains,Benton,KS,United States ,316-854-5200,office@kotp.org,kotp.org,Rev,Rick Franks ,
Grace Presbyterian Church,Lawrence,KS,United States ,785-843-2005,gracepca@gpca.church,gpca.church,Rev,George S Boomer,
Manhattan Presbyterian Church,Manhattan,KS,United States ,785-341-0824,brian@ManhattanPres.com,manhattanpres.com,Rev,Brian Hough ,
New Hope Presbyterian Church in America,Olathe,KS,United States ,913-782-7325,office@newhopepca.net,www.newhopepca.net,Rev,Jim A Baxter,
Park Woods Presbyterian Church,Overland Park,KS,United States ,-,pastor@parkwoods.org,parkwoods.org,-, ,
Redeemer Presbyterian Church,Overland Park,KS,United States ,913-685-2322,office@redeemer-pca.org,www.redeemer-pca.org,Dr,Anthony J Felich,
Salina Presbyterian Church,Salina,KS,United States ,785-289-5056,salinapca@gmail.com,www.salinapca.org,-, ,
Oak Hills Presbyterian Church,Shawnee,KS,United States ,913-341-4500,office@oakhillspca.com,www.oakhillspca.com,Rev,Dale Thiele ,
Evangel Presbyterian Church,Wichita,KS,United States ,316-942-5882,church@evangelpca.org,www.evangelpca.org,Rev,D Timothy Rackley,
Heartland Community Church,Wichita,KS,United States ,316-686-0060,isabelle@heartlandpca.org,www.heartlandpca.org,Rev,Jonathan Whitley ,
Grace and Peace Presbyterian Church,Bellevue,KY,United States ,859-757-8644,office@graceandpeacepca.org,www.graceandpeacepca.org,-, ,
Grace & Peace Church,Bowling Green,KY,United States ,270-799-0641,administrator@gracepeacebg.com,www.gracepeacebg.com,Rev,David Baggett ,
Covenant Presbyterian Church,Cynthiana,KY,United States ,859-234-5786,emty44@live.com,www.covpcacyn.org,Rev,Matthew Soergel ,
Grace PCA,Danville,KY,United States ,859-236-9137,office@gracedanville.org,www.gracedanville.org,Rev,Shane Terrell ,
Grace Church Elizabethtown,Elizabethtown,KY,United States ,270-769-0173,info@gcepca.org,gcepca.org,Rev,Monty Hans Hershberger ,
Christ Covenant Presbyterian Church,Lexington,KY,United States ,859-333-8950,bbeatty@windstream.net,ccpclex.org,Rev,Robert Beatty ,
Hope Presbyterian Church,Lexington,KY,United States ,-,contact@hopelexington.org,hopelexington.org/,Rev,Marshall Ray Wilmhoff ,
Tates Creek Presbyterian Church,Lexington,KY,United States ,859-272-4399,office@tcpca.org,www.tcpca.org,Rev,Mark Randle ,
Community Presbyterian Church,Louisville,KY,United States ,507-469-0091,gdlawrence1997@gmail.com,www.communitypca.org,Rev,Greg Lawrence ,
Korea SaeHan Church of Louisville,Louisville,KY,United States ,502-267-1416,sanghunkim30@gmail.com,www.saehan.org,Rev,Sanghun Kim ,
Redeemer Presbyterian Church,Louisville,KY,United States ,502-456-5500,fritz@redeemer-pca.com,www.redeemer-pca.com,Rev,Fred E Games,
Trinity Presbyterian Church of Northern Kentucky,Ludlow,KY,United States ,859-486-3923,chuckhickey@trinitynky.org,www.trinitynky.org,Rev,Charles Hickey ,
Grace Fellowship Presbyterian Church,Middlesboro,KY,United States ,606-670-0598,gracefellowshipmiddlesboro@gmail.com,www.gracefellowshipmiddlesboro.org,-, ,
Christ Presbyterian Church,Owensboro,KY,United States ,270-685-3055,Christpca@juno.com,www.cpcky.org,Rev,John O Birkett,
Covenant Community Church,Richmond,KY,United States ,606-261-1187,admin@covenantrichmond.org,www.covenantrichmond.org,Rev,Josh Crawford ,
Trinity Church PCA,Richmond,KY,United States ,859-624-8910,curt@trinitychurchpca.org,www.trinitychurchpca.org,Rev,Curt Gardner ,
Grace Presbyterian Church,Baton Rouge,LA,United States ,225-261-0890,grace@gracepca.brcoxmail.com,www.gracepresbyterianbr.church,Rev,James J Gorski,
South Baton Rouge Presbyterian Church,Baton Rouge,LA,United States ,225-768-9999,office@sbrpc.org,sbrpc.org,Rev,Nathan C Tircuit,
Westminster Presbyterian Church,Baton Rouge,LA,United States ,225-753-0600,wpcbatonrouge@gmail.com,www.wpcbr.org,Rev,Brandon Bernard ,
Faith Presbyterian Church,Clinton,LA,United States ,225-683-8722,contact@faithchurchclinton.org,www.faithchurchclinton.org,Rev,Anthony Pyles ,
Delhi Presbyterian Church,Delhi,LA,United States ,318-878-2358,delhipreschurch@gmail.com,www.delhipres.org,Rev,Christopher Wright ,
Parish Church,Lafayette,LA,United States ,337-205-2077,office@ourparishchurch.com,ourparishchurch.com,Rev,Jordan Huff ,
